Original Text,BERT Input,BERT Label,Segment Label,Is Next
"IT alligator tales I grew up in New York, where giant alligators -- sometimes more ornately described as albino alligators -- were rumored to roam the citys sewer systems. According to legend, vacationers picked up the tiny crocodilians in Florida, brought them home to New York, and eventually flushed the little buggers when they grew too big for the local concrete jungle.","[1, 29, 36277, 11030, 3, 1939, 47, 11, 27, 77, 7, 395, 250, 43601, 57, 3, 51, 83817, 3124, 23, 43560, 43601, 57, 82, 13433, 8, 15143, 6, 24453, 25526, 413, 5, 2, 0, 0, 0, 0, 0, 212, 8, 3, 7, 31063, 2622, 47, 6, 2174, 45475, 3, 467, 3, 1437, 249, 164, 8, 27, 77, 7, 12, 4128, 26809, 3, 548, 64716, 3, 71, 1939, 639, 246, 15, 6, 3, 7252, 8872, 3, 2]","[0, 0, 0, 0, 4423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3658, 0, 0, 0, 0, 0, 0, 0, 0, 13433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62794, 0, 31063, 0, 0, 0, 2174, 0, 71380, 0, 26309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 94, 0, 1939, 0, 0, 0, 0, 778, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"IT Myth 5: Most IT projects fail Do most IT projects fail? Some point to the number of giant consultancies such as IBM Global Services, Capgemini, and Sapient, who feed off bad experiences encountered by enterprises. Sapient is a company founded on the realization that IT projects are not successful, says Sapient CTO Ben Gaucherin.","[1, 29, 3, 251, 147, 29, 2850, 3611, 431, 147, 29, 2850, 3, 84, 2, 0, 0, 0, 0, 0, 0, 0, 40504, 25, 9, 58, 7264, 14, 6, 30371, 21, 29, 3, 46, 66, 1923, 7, 88, 40504, 11112, 3250, 72858, 5, 2]","[0, 0, 15052, 0, 147, 0, 0, 0, 0, 0, 0, 0, 3611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 7264, 0, 0, 0, 0, 0, 2850, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
BEA grabs CA exec to head product group BEA Systems Inc. has hired the Computer Associates International Inc. executive responsible for CA's Unicenter line of enterprise management software to head BEA's product development group.,"[1, 32, 3061, 3, 3, 1914, 143, 68, 5, 2, 0, 0, 0, 5022, 5481, 1995, 3698, 8, 374, 782, 101, 5022, 413, 68, 5, 2]","[0, 0, 0, 24907, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Autodesk tackles project collaboration Autodesk  this week unwrapped an updated version of its hosted project collaboration service targeted at the construction and manufacturing industries. Autodesk Buzzsaw lets multiple, dispersed project participants -- including building owners, developers, architects, construction teams, and facility managers -- share and manage data throughout the life of a project, according to Autodesk officials.","[1, 20283, 6580, 1101, 5136, 20283, 56, 89, 3, 34, 3864, 480, 10, 26, 5600, 1101, 5136, 160, 3037, 24, 6, 2456, 12, 1597, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20283, 64922, 3007, 3098, 7, 21647, 3, 8012, 3, 337, 1103, 1771, 7, 2534, 7, 12305, 7, 2456, 805, 7, 12, 3315, 1848, 3, 417, 3, 3326, 262, 2795, 6, 3, 10, 9, 1101, 7, 212, 8, 20283, 152, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 25780, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3037, 0, 0, 0, 0, 0, 34820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34940, 0, 57, 337, 1103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3315, 0, 57, 417, 56440, 0, 0, 0, 0, 477, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"U.K.'s NHS taps Gartner to help plan \$9B IT overhaul LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure.","[1, 20, 13, 189, 579, 160, 17, 10366, 18, 32, 3, 3, 5046, 3058, 68, 5, 2, 124, 3, 18, 1101, 8, 3, 26, 3, 176, 2988, 3, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 189, 0, 0, 0, 0, 18, 0, 7312, 29, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 1865, 0, 9524, 0, 0, 5, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0",0
"U.K.'s NHS taps Gartner to help plan \$9B IT overhaul LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure.","[1, 20, 13, 10366, 5616, 3058, 8, 217, 236, 3, 29, 3, 3, 57, 3, 55, 5, 2, 0, 0, 0, 8, 3, 131, 1502, 257, 23, 6, 579, 1311, 3, 3, 22, 9, 11173, 7, 251, 142, 17, 5210, 5, 2]","[0, 0, 0, 10366, 0, 0, 0, 0, 0, 36062, 0, 3387, 241, 0, 89371, 0, 0, 0, 0, 0, 0, 0, 65351, 0, 0, 0, 0, 0, 0, 0, 14037, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Play Boys: Google IPO a Go Anyway Even though Google's two founders gave an interview to Playboy magazine in the midst of its IPO filing, the SEC allowed the company's offering to go ahead. The boys filed the interview with the SEC and corrected mistakes in it.","[1, 6, 4147, 913, 6, 1782, 3, 6, 1387, 12, 8179, 3, 11, 29, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4147, 206, 3, 9, 366, 7325, 336, 1179, 206, 20, 13, 52, 5557, 852, 3, 1782, 8, 7208, 3, 11, 6, 6891, 10, 26, 3, 1789, 7, 3, 1387, 1899, 6, 58, 20, 13, 740, 8, 366, 350, 5, 2]","[0, 0, 0, 0, 0, 1782, 22, 6, 0, 0, 8179, 4244, 0, 0, 35025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 0, 0, 95666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 2119, 0, 0, 0, 0, 0, 60110, 0, 0, 10704, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
More Big Boobs in Playboy An interview with Google's co-founders due out in the current issue of Playboy may delay the company's IPO. Securities regulations restrict what executives can say while preparing to sell stock for the first time.,"[1, 3, 246, 44473, 3, 7208, 34, 1782, 22, 3, 20, 13, 20379, 3, 3, 11, 6, 1080, 961, 10, 7208, 108, 1479, 6, 58, 20, 13, 1698, 5, 2, 1033, 4840, 9748, 187, 875, 127, 233, 229, 2089, 8, 572, 297, 15, 6, 49, 103, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 51, 0, 0, 11, 0, 0, 0, 22, 35618, 0, 0, 0, 552, 46837, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0",1
Dutch Firm Beats Apple to Punch A music retailer from the Netherlands beats Apple by launching a download service in Europe's latest market battleground. Also: Movie industry wrests agreement from defunct company.... Microsoft challenges Photoshop   hellip;. and more.,"[1, 12, 51, 5, 2, 0, 3, 2377, 3, 5849, 5, 2]","[0, 0, 0, 0, 0, 0, 80, 0, 9885, 0, 0, 0]","1,1,1,1,1,0,2,2,2,2,2,2",0
Dutch Firm Beats Apple to Punch A music retailer from the Netherlands beats Apple by launching a download service in Europe's latest market battleground. Also: Movie industry wrests agreement from defunct company.... Microsoft challenges Photoshop   hellip;. and more.,"[1, 1255, 328, 1832, 301, 8, 4866, 9, 221, 882, 3, 6, 3, 1832, 301, 28, 2437, 9, 1660, 160, 11, 362, 20, 13, 318, 131, 6292, 3, 2, 465, 1352, 245, 98059, 488, 33, 17775, 58, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87241, 0, 48158, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 44424, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0
HP to Buy Synstar Hewlett-Packard will pay \$297 million for the British company. Also: TiVo goes all out to attract customers   hellip;. Sprint offers service guarantees for business wireless subscribers   hellip;. and more.,"[1, 12, 51, 5, 2, 0, 0, 0, 0, 0, 0, 1087, 3, 160, 10518, 15, 139, 268, 2714, 5849, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 855, 0, 0, 0, 0, 0, 0, 5849, 0, 0]","1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2",0
HP to Buy Synstar Hewlett-Packard will pay \$297 million for the British company. Also: TiVo goes all out to attract customers   hellip;. Sprint offers service guarantees for business wireless subscribers   hellip;. and more.,"[1, 465, 3260, 1109, 134, 62, 8, 4643, 521, 5849, 5, 2, 0, 0, 0, 1074, 8, 274, 18221, 1871, 37, 353, 58738, 86, 15, 6, 192, 58, 5, 2]","[0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"A Personal Operator From Verizon Verizon plans to offer a service that would act as a virtual switchboard operator, letting customers stay in touch at all times. The program would send phone calls, voicemails and e-mails wherever customers designate. By Elisa Batista.","[1, 6, 483, 99, 1345, 290, 670, 3, 96672, 12, 3, 17571, 3, 19407, 5, 2, 28, 29210, 13550, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 45401, 0, 0, 4851, 0, 521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0",0
Paid Search Growth May Slow A new Internet advertising forecast shows a slowdown in paid search listings in the next five years. Will the projection affect Google's prospects when it goes public?,"[1, 1718, 182, 255, 108, 1270, 9, 27, 3, 1584, 722, 3, 3, 3460, 11, 3, 182, 7913, 11, 6, 3, 252, 100, 5, 2, 37, 6, 3, 3902, 206, 20, 13, 3245, 94, 29, 1109, 391, 84, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 8351, 0, 722, 80468, 9, 0, 0, 1718, 0, 7913, 0, 0, 114, 0, 0, 0, 0, 0, 0, 52709, 0, 206, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0",0
"Fark Sells Out. France Surrenders Blogs are the hottest thing on the Net, but are they messing with traditional publishing principles? One of the most popular, Fark.com, is allegedly selling links. Is it the wave of the future? By Daniel Terdiman.","[1, 65, 3, 6, 147, 899, 7, 46572, 5, 2, 175, 7, 25, 2247, 3, 3, 5, 2, 0, 0]","[0, 0, 10, 0, 0, 0, 0, 46572, 0, 0, 0, 7, 0, 0, 960, 2003, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0",1
"Fark Sells Out. France Surrenders Blogs are the hottest thing on the Net, but are they messing with traditional publishing principles? One of the most popular, Fark.com, is allegedly selling links. Is it the wave of the future? By Daniel Terdiman.","[1, 3, 3, 62, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499, 3, 5173, 46, 6, 6735, 1912, 14, 6, 455, 7, 50, 3, 71, 22009, 22, 2372, 4752, 12474, 84, 2]","[0, 46572, 2163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86024, 0, 0, 0, 6735, 0, 0, 0, 0, 0, 0, 85894, 71, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Fark Sells Out. France Surrenders Blogs are the hottest thing on the Net, but are they messing with traditional publishing principles? One of the most popular, Fark.com, is allegedly selling links. Is it the wave of the future? By Daniel Terdiman.","[1, 25, 29, 6, 2316, 3, 6, 498, 84, 2, 28, 4279, 9923, 5, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4279, 0, 5, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0",1
"'Madden,' 'ESPN' Football Score in Different Ways (Reuters) Reuters - Was absenteeism a little high\on Tuesday among the guys at the office? EA Sports would like\to think it was because ""Madden NFL 2005"" came out that day,\and some fans of the football simulation are rabid enough to\take a sick day to play it.","[1, 20, 8741, 7, 20, 20, 3351, 20, 338, 3, 3, 1582, 1925, 17, 31, 3, 31, 3, 39, 43348, 9, 548, 38377, 3, 624, 6, 5363, 24, 6, 544, 84, 2, 0, 0, 0, 7489, 261, 99, 78706, 3, 29, 39, 306, 8741, 735, 388, 3, 62, 21, 136, 7, 3, 126, 570, 10, 6, 338, 18996, 46, 20920, 862, 35101, 9, 5534, 136, 8, 341, 29, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 338, 3371, 11, 0, 0, 0, 0, 31879, 0, 47929, 39, 0, 0, 0, 0, 61, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84659, 29, 0, 0, 0, 0, 0, 760, 0, 0, 0, 0, 13894, 0, 0, 0, 6, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Group to Propose New High-Speed Wireless Format (Reuters) Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.","[1, 3585, 18, 12, 8947, 91, 5, 2, 17, 22827, 5, 2, 0, 0, 0, 0]","[0, 3585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0",1
"Group to Propose New High-Speed Wireless Format (Reuters) Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.","[1, 17, 13161, 5, 2, 0, 0, 0, 141, 18, 7, 91579, 17, 30747, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2",0
"Group to Propose New High-Speed Wireless Format (Reuters) Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.","[1, 375, 18, 7, 14, 3, 3, 53159, 9172, 9, 27, 268, 2519, 1227, 47, 8, 208, 94155, 1115, 10, 6, 1080, 3, 5, 2, 101, 8, 9172, 27, 3, 268, 3, 3, 31, 18, 31, 3, 9, 101, 10, 176, 66700, 634, 3701, 68, 5, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 63, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40207, 0, 0, 101, 0, 0, 0, 1966, 0, 1827, 17, 0, 0, 0, 82103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0",0
Missing June Deals Slow to Return for Software Cos. (Reuters) Reuters - The mystery of what went wrong for the\software industry in late June when sales stalled at more than\20 brand-name companies is not even close to being solved\although the third quarter is nearly halfway over.,"[1, 931, 3, 3, 1270, 8, 471, 15, 111, 3466, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31, 18, 31, 19, 6, 3354, 10, 3, 971, 1916, 15, 35027, 245, 11, 482, 1927, 94, 128, 4004, 24, 51, 53065, 16396, 214, 25, 66, 336, 3, 8, 286, 90758, 6, 199, 259, 3, 397, 5521, 42, 3, 2]","[0, 0, 1927, 55368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 51234, 0, 0, 0, 0, 0, 0, 0, 1927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 5, 0]","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",1
Hacker Cracks Apple's Streaming Technology (AP) AP - The Norwegian hacker famed for developing DVD encryption-cracking software has apparently struck again  #151; this time breaking the locks on Apple Computer Inc.'s wireless music streaming technology.,"[1, 5597, 6474, 301, 20, 13, 9337, 176, 17, 35, 18, 35, 3, 3, 4888, 5597, 3, 15, 1697, 1128, 46245, 3, 32, 3, 1571, 331, 3, 56, 103, 3, 6, 3, 14, 301, 183, 68, 5, 2, 20, 13, 268, 221, 9337, 176, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92083, 6, 0, 0, 8479, 0, 0, 0, 0, 111, 0, 2004, 0, 0, 879, 0, 0, 2195, 0, 8494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1
"Open Source Apps Developer SugarCRM Releases Sugar.Sales 1.1 (TechWeb) TechWeb - News - August 13, 2004","[1, 128, 112, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 112, 17, 3883, 3, 3883, 19, 140, 3, 677, 743, 7, 144, 2]","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 19, 0, 0, 0, 0, 0]","1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2",1
"Oracle Sales Data Seen Being Released (Reuters) Reuters - Oracle Corp. sales documents\detailing highly confidential information, such as which\companies receive discounts on Oracle's business software\products and the size of the discounts, are likely to be made\public, a federal judge said on Friday.","[1, 128, 68935, 2987, 9235, 661, 7, 561, 23, 97407, 2792, 7558, 3, 314, 20, 13, 139, 52358, 12, 6, 2489, 10, 6, 7558, 7, 46, 588, 8, 41, 79421, 7, 9, 3, 555, 30, 14, 69, 5, 2, 314, 128, 262, 3, 286, 347, 17, 31, 18, 31, 19, 314, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 661, 0, 0, 0, 97407, 0, 0, 26055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 65930, 555, 0, 0, 0, 5, 0, 0, 0, 0, 96698, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0
"Apple to open second Japanese retail store this month (MacCentral) MacCentral - Apple Computer Inc. will open its second Japanese retail store later this month in the western Japanese city of Osaka, it said Thursday.","[1, 301, 8, 154, 129, 490, 838, 793, 56, 226, 17, 2835, 18, 3, 19, 3, 183, 68, 5, 2, 0, 0, 0, 3, 154, 26, 129, 490, 838, 793, 1110, 56, 3, 11, 6, 832, 490, 3, 10, 22117, 7, 3, 30, 63, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2835, 0, 301, 0, 0, 0, 0, 0, 0, 0, 37, 154, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 60550, 0, 0, 0, 29, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0
"Building Dedicated to Columbia Astronauts (AP) AP - A former dormitory converted to classrooms at the Pensacola Naval Air Station was dedicated Friday to two Columbia astronauts who were among the seven who died in the shuttle disaster Feb. 1, 2003.","[1, 1103, 5766, 8, 2750, 2708, 17, 3, 18, 35, 19, 9, 145, 15918, 8686, 8, 3, 24, 6, 14152, 7363, 324, 786, 39, 5766, 3, 3, 52, 2750, 2708, 3, 82, 624, 6, 469, 78, 792, 11, 3, 3, 2208, 9544, 5, 2, 3, 7, 1184, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 17742, 0, 0, 0, 0, 0, 0, 0, 0, 69, 94938, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 6, 32489, 0, 0, 0, 0, 112, 0, 1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1
